path,curve_cause,exposure,rr_mean,rr_low,rr_high,risk_lower,risk_upper,star_rating,rei_id,cause_id
sbp,Stroke,137.830261376653,2.30822754464768,1.77818071905048,2.99627273020668,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,138.618400499843,2.37554148739117,1.81370341494439,3.11142235925583,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,139.406539623034,2.44447238407908,1.84975553894174,3.23039726641059,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,140.194678746225,2.51503288718275,1.88633305457266,3.35327338312681,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,140.982817869415,2.58723556107568,1.92343201440064,3.48012708449197,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,141.770956992606,2.66109288155756,1.96104855799757,3.61103517574657,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,142.559096115797,2.73661723556011,1.99917890990123,3.74607487947871,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,143.347235238987,2.81382092101812,2.03781937756619,3.88532382345653,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,144.135374362178,2.89271614688784,2.07696634931633,4.02886002906116,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,144.923513485369,2.9733150332962,2.11661629230625,4.17676190028403,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,145.711652608559,3.05562961180865,2.1567657504988,4.32910821325985,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,146.49979173175,3.13967182580165,2.19741134266389,4.48597810630325,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,147.287930854941,3.2254535309271,2.238549760403,4.64745107041856,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,148.076069978131,3.3129864956598,2.28017776620391,4.81360694025934,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,148.864209101322,3.40228240191719,2.32229219152899,4.98452588551061,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,149.652348224513,3.49335284574156,2.36488993493873,5.16028840266802,116.597938144329,163.20618556701,5,107,494
sbp,Stroke,150.440487347703,3.58620933803842,2.40796796025411,5.34097530719502,116.597938144329,163.20618556701,5,107,494
